FULL_STUDENT_NAME,Exam_ID,St_ID,Final_RESULT
Habiba Fouad,1390,400,33.33
Hana Samir,357,401,22.22
Hana Samir,1255,401,44.44
Hana Samir,1488,401,33.33
Khaled Elsayed,541,402,31.82
Khaled Elsayed,542,402,27.27
Khaled Elsayed,749,402,45
Omar Shalaby,131,403,38.89
Omar Shalaby,912,403,40
Farah Tawfik,875,404,38.89
Mostafa Ali,64,405,29.17
Malak Mansour,432,406,33.33
Sara Mahmoud,65,407,40
Aya Hassan,573,408,31.82
Habiba Elmasry,506,409,38.89
Habiba Elmasry,952,409,45.83
Fatima Shalaby,304,410,35
Fatima Shalaby,1315,410,38.89
Hana Tawfik,909,411,38.89
Karim Tawfik,1237,412,36.36
Tarek Hassan,59,413,33.33
Youssef Fouad,1039,414,45
Mahmoud Mansour,581,415,27.27
Mahmoud Mansour,1182,415,40
Nada Khalifa,225,416,45.83
Nada Khalifa,641,416,27.27
Menna Elsayed,115,417,27.78
Menna Elsayed,292,417,20.83
Menna Elsayed,1165,417,41.67
Omar Adel,1496,418,40.91
Sherif Kamel,180,419,29.17
Youssef Fouad,158,420,37.5
Youssef Fouad,784,420,18.18
Youssef Fouad,847,420,44.44
Hana Samir,530,421,37.5
Hana Samir,579,421,41.67
Hana Samir,714,421,37.5
Mostafa Samir,161,422,44.44
Mostafa Samir,956,422,37.5
Mostafa Samir,1480,422,33.33
Mahmoud Elsayed,191,423,31.82
Mahmoud Elsayed,266,423,27.27
Mahmoud Elsayed,1399,423,38.89
Hassan Tawfik,700,424,45.83
Hassan Tawfik,947,424,37.5
Hassan Tawfik,1206,424,27.78
Habiba Khalifa,159,425,38.89
Habiba Khalifa,190,425,44.44
Walid Fouad,710,426,38.89
Walid Fouad,1111,426,35
Jana Ali,928,427,27.78
Jana Ali,1178,427,45.45
Jana Ali,1392,427,27.27
Ahmed Hassan,590,428,38.89
Ahmed Hassan,788,428,29.17
Ahmed Hassan,1002,428,33.33
Ali Fahmy,311,429,45.45
Ali Fahmy,1437,429,37.5
Esraa Fahmy,26,430,45.45
Esraa Fahmy,971,430,45.45
Esraa Fahmy,1235,430,37.5
Hana Adel,848,431,38.89
Hana Adel,1181,431,37.5
Nada Ali,1468,432,37.5
Youssef Ali,477,433,36.36
Youssef Khalifa,513,434,36.36
Mohamed Shalaby,85,435,38.89
Mohamed Shalaby,399,435,40.91
Nour Fahmy,209,436,33.33
Nour Fahmy,702,436,45.45
Tarek Tawfik,329,437,44.44
Tarek Tawfik,367,437,37.5
Tarek Tawfik,1258,437,40
Fatima Tawfik,923,438,29.17
Fatima Tawfik,1114,438,35
Fatima Tawfik,1124,438,50
Mohamed Mansour,72,439,41.67
Mohamed Mansour,264,439,44.44
Amr Fouad,363,440,36.36
Amr Fouad,605,440,37.5
Karim Shalaby,1415,441,50
Amr Tawfik,664,442,33.33
Amr Tawfik,1118,442,35
Fatima Fouad,475,443,40
Fatima Fouad,570,443,38.89
Fatima Fouad,680,443,30
Hassan Fouad,1019,444,31.82
Salma Elmasry,704,445,25
Mahmoud Tawfik,493,446,27.27
Mahmoud Tawfik,700,446,41.67
Hana Mansour,19,447,38.89
Menna Kamel,112,448,45.45
Esraa Hassan,262,449,30
Nada Samir,1478,450,40.91
Aya Tawfik,444,451,27.27
Aya Tawfik,547,451,41.67
Aya Tawfik,1374,451,40
Karim Samir,1074,452,27.78
Karim Samir,1231,452,37.5
Karim Samir,1299,452,27.27
Hana Elsayed,826,453,33.33
Tarek Tawfik,348,454,22.22
Tarek Tawfik,788,454,33.33
Tarek Tawfik,943,454,45.45
Khaled Elsayed,1015,455,30
Khaled Elsayed,1319,455,44.44
Khaled Elsayed,1427,455,44.44
Sara Elmasry,1249,456,27.78
Walid Gamal,707,457,45.45
Ibrahim Fouad,86,458,35
Ibrahim Fouad,517,458,50
Youssef Adel,318,459,22.22
Salma Mansour,395,460,29.17
Salma Mansour,837,460,22.22
Mariam Mahmoud,410,461,35
Mariam Mahmoud,481,461,33.33
Mariam Mahmoud,717,461,45.45
Malak Kamel,90,462,33.33
Malak Kamel,1119,462,33.33
Malak Kamel,1417,462,35
Ibrahim Fouad,1073,463,44.44
Ibrahim Fouad,1106,463,38.89
Ahmed Gamal,312,464,40
Ahmed Gamal,1238,464,22.73
Yara Tawfik,362,465,37.5
Yara Tawfik,436,465,35
Yara Tawfik,1262,465,30
Youssef Elmasry,443,466,40
Youssef Elmasry,1311,466,33.33
Ali Elsayed,568,467,33.33
Ali Elsayed,891,467,41.67
Menna Fahmy,843,468,40
Nour Kamel,456,469,40
Hana Gamal,186,470,37.5
Ibrahim Fahmy,1357,471,29.17
Mahmoud Gamal,500,472,40
Mahmoud Gamal,598,472,38.89
Mahmoud Gamal,1483,472,40
Mohamed Mansour,78,473,41.67
Mohamed Fahmy,1081,474,25
Omar Adel,296,475,35
Omar Adel,382,475,33.33
Omar Adel,555,475,31.82
Nada Shalaby,1284,476,37.5
Fatima Elsayed,207,477,40
Amr Elsayed,1298,478,45.45
Amr Elsayed,1377,478,33.33
Amr Elsayed,1466,478,29.17
Hassan Fahmy,257,479,50
Ahmed Kamel,290,480,36.36
Ahmed Kamel,617,480,40.91
Ahmed Kamel,830,480,44.44
Nada Shalaby,907,481,41.67
Yara Kamel,1323,482,33.33
Yara Kamel,1425,482,41.67
Salma Mansour,569,483,33.33
Nada Adel,272,484,45
Nada Adel,1151,484,36.36
Nada Adel,1298,484,31.82
Mohamed Shalaby,331,485,50
Mohamed Shalaby,625,485,41.67
Mohamed Shalaby,815,485,36.36
Esraa Elmasry,33,486,30
Esraa Elmasry,482,486,45.45
Sherif Elsayed,1106,487,33.33
Malak Mansour,440,488,45
Malak Mansour,992,488,31.82
Ibrahim Elsayed,499,489,36.36
Ibrahim Elsayed,856,489,36.36
Ibrahim Elsayed,997,489,44.44
Mariam Kamel,675,490,29.17
Sara Gamal,444,491,50
Sara Gamal,1028,491,31.82
Mostafa Mansour,199,492,31.82
Mostafa Mansour,1437,492,37.5
Nada Hassan,345,493,31.82
Nada Hassan,472,493,40.91
Nada Hassan,1135,493,31.82
Hassan Elmasry,713,494,33.33
Hassan Elmasry,966,494,33.33
Mariam Gamal,624,495,40
Mariam Gamal,772,495,27.78
Fatima Adel,182,496,36.36
Fatima Adel,391,496,40.91
Fatima Adel,1410,496,33.33
Sara Fahmy,947,497,37.5
Sara Fahmy,1364,497,45.83
Menna Samir,492,498,40
Menna Samir,748,498,36.36
Khaled Samir,472,499,31.82
Khaled Samir,586,499,33.33
Khaled Samir,1458,499,27.78
Youssef Kamel,1159,500,36.36
Youssef Kamel,1343,500,37.5
Youssef Kamel,1479,500,31.82
Ahmed Tawfik,491,501,40.91
Ali Ali,812,502,36.36
Ali Ali,960,502,27.78
Ali Ali,1357,502,41.67
Omar Elmasry,1101,503,36.36
Omar Elmasry,1307,503,33.33
Omar Elmasry,1485,503,45.45
Nour Tawfik,506,504,44.44
Nour Tawfik,532,504,33.33
Nour Tawfik,1398,504,44.44
Jana Elsayed,583,505,50
Jana Elsayed,586,505,27.78
Salma Ali,277,506,40
Mariam Khalifa,246,507,36.36
Mariam Khalifa,378,507,40
Mariam Khalifa,1190,507,40
Karim Ali,797,508,22.22
Karim Ali,1034,508,40.91
Karim Ali,1419,508,37.5
Mohamed Samir,312,509,35
Sara Ali,1037,510,38.89
Tarek Elmasry,1499,511,36.36
Ibrahim Samir,731,512,40
Ibrahim Samir,772,512,33.33
Ibrahim Samir,883,512,37.5
Esraa Gamal,730,513,50
Mahmoud Fahmy,422,514,36.36
Mahmoud Fahmy,814,514,30
Amr Adel,231,515,36.36
Khaled Khalifa,295,516,37.5
Salma Khalifa,430,517,25
Salma Khalifa,579,517,29.17
Salma Khalifa,1285,517,40.91
Mariam Mansour,925,518,45
Mariam Mansour,927,518,50
Sara Fouad,1092,519,40
Sara Fouad,1323,519,33.33
Sara Fouad,1343,519,41.67
Ahmed Fahmy,32,520,33.33
Ahmed Fahmy,1360,520,40.91
Omar Shalaby,774,521,33.33
Omar Shalaby,912,521,45
Karim Kamel,339,522,37.5
Karim Kamel,683,522,37.5
Salma Adel,351,523,27.78
Salma Adel,972,523,16.67
Salma Adel,1154,523,33.33
Mariam Ali,520,524,38.89
Sherif Tawfik,736,525,22.73
Youssef Ali,867,526,25
Omar Mansour,480,527,50
Omar Mansour,684,527,45.45
Mariam Gamal,596,528,45.45
Mariam Gamal,1478,528,45.45
Esraa Samir,441,529,36.36
Mohamed Khalifa,639,530,35
Karim Elmasry,381,531,38.89
Tarek Hassan,889,532,33.33
Ali Elmasry,152,533,22.73
Ali Elmasry,578,533,45.45
Ahmed Hassan,319,534,40
Ahmed Hassan,795,534,50
Ahmed Hassan,1444,534,45.83
Walid Fahmy,23,535,45.83
Walid Fahmy,55,535,33.33
Omar Tawfik,762,536,41.67
Karim Gamal,69,537,45
Karim Gamal,558,537,22.22
Karim Gamal,852,537,45
Habiba Mansour,8,538,44.44
Sara Mansour,107,539,44.44
Sara Mansour,717,539,36.36
Karim Mahmoud,1283,540,31.82
Karim Mahmoud,1461,540,35
Karim Mahmoud,1476,540,45
Mostafa Adel,432,541,38.89
Mostafa Adel,438,541,44.44
Mostafa Adel,480,541,41.67
Mariam Hassan,1149,542,45
Mariam Hassan,1252,542,44.44
Menna Samir,583,543,33.33
Malak Adel,1425,544,41.67
Walid Fouad,60,545,35
Walid Fouad,266,545,50
Walid Fouad,324,545,41.67
Ahmed Elsayed,144,546,38.89
Ahmed Elsayed,1179,546,50
Nour Hassan,71,547,45.83
Nour Hassan,189,547,41.67
Nour Hassan,1070,547,44.44
Omar Samir,1102,548,41.67
Malak Adel,407,549,44.44
Mostafa Ali,241,550,33.33
Mostafa Ali,558,550,38.89
Mostafa Ali,883,550,37.5
Mostafa Fahmy,201,551,29.17
Mostafa Fahmy,992,551,40.91
Sherif Mahmoud,740,552,33.33
Sherif Mahmoud,1093,552,16.67
Sherif Mahmoud,1278,552,44.44
Salma Gamal,155,553,33.33
Salma Gamal,754,553,31.82
Salma Gamal,968,553,33.33
Jana Kamel,529,554,33.33
Jana Kamel,805,554,20.83
Farah Shalaby,1137,555,40
Farah Shalaby,1187,555,27.27
Salma Samir,1388,556,44.44
Karim Ali,58,557,40
Mahmoud Elmasry,211,558,38.89
Mahmoud Elmasry,327,558,36.36
Mostafa Elsayed,18,559,11.11
Mostafa Elsayed,1131,559,36.36
Mohamed Samir,135,560,35
Tarek Elsayed,719,561,40.91
Habiba Shalaby,1104,562,36.36
Habiba Shalaby,1131,562,45.45
Aya Mansour,1384,563,45.45
Youssef Shalaby,55,564,38.89
Youssef Shalaby,1178,564,31.82
Youssef Shalaby,1189,564,45.83
Ahmed Fouad,266,565,27.27
Ahmed Fouad,347,565,37.5
Ahmed Fouad,632,565,33.33
Jana Fouad,1247,566,40
Jana Mahmoud,334,567,50
Jana Mahmoud,1428,567,40
Menna Ali,445,568,31.82
Menna Ali,925,568,45
Menna Ali,1017,568,45
Hana Mansour,161,569,33.33
Hana Mansour,197,569,44.44
Hana Mansour,500,569,35
Farah Mansour,278,570,33.33
Farah Mansour,1311,570,33.33
Ahmed Fahmy,1014,571,33.33
Yara Elmasry,390,572,40
Yara Elmasry,1291,572,50
Jana Ali,372,573,22.22
Jana Ali,815,573,36.36
Mohamed Ali,219,574,35
Mohamed Ali,1137,574,35
Mohamed Ali,1155,574,31.82
Ibrahim Ali,420,575,41.67
Ibrahim Ali,1155,575,45.45
Walid Hassan,846,576,25
Walid Hassan,1343,576,41.67
Khaled Fahmy,694,577,40
Khaled Fahmy,1115,577,45.83
Khaled Fahmy,1289,577,31.82
Aya Khalifa,49,578,40
Aya Khalifa,616,578,45
Aya Khalifa,823,578,40.91
Ibrahim Fahmy,489,579,33.33
Ibrahim Fahmy,650,579,40
Ibrahim Fahmy,746,579,37.5
Mohamed Elsayed,206,580,29.17
Mohamed Elsayed,813,580,40
Mohamed Elsayed,631,581,35
Omar Gamal,291,582,45
Omar Gamal,981,582,30
Tarek Shalaby,281,583,38.89
Tarek Shalaby,1156,583,36.36
Tarek Shalaby,1398,583,44.44
Fatima Gamal,370,584,38.89
Fatima Gamal,382,584,41.67
Fatima Gamal,839,584,41.67
Menna Elsayed,1114,585,35
Menna Elsayed,1164,585,27.78
Mariam Samir,386,586,40
Mariam Samir,402,586,38.89
Mariam Samir,871,586,38.89
Karim Mansour,1151,587,27.27
Karim Mansour,1159,587,45.45
Yara Elmasry,892,588,33.33
Yara Elmasry,949,588,27.78
Yara Elmasry,1223,588,36.36
Hana Elsayed,1090,589,29.17
Hana Elsayed,1361,589,35
Aya Samir,424,590,35
Aya Samir,993,590,40.91
Sara Elmasry,494,591,38.89
Sara Elmasry,1146,591,36.36
Sara Elmasry,1184,591,31.82
Yara Adel,345,592,31.82
Yara Adel,1219,592,36.36
Yara Adel,1493,592,33.33
Mariam Elsayed,263,593,20
Mariam Elsayed,1162,593,40
Mariam Elsayed,1410,593,33.33
Menna Kamel,1012,594,25
Aya Mansour,23,595,37.5
Aya Mansour,256,595,38.89
Aya Mansour,537,595,36.36
Yara Gamal,1186,596,33.33
Mostafa Khalifa,773,597,38.89
Mariam Elmasry,336,598,40.91
Hana Hassan,93,599,38.89
Amr Gamal,204,600,40.91
Amr Gamal,990,600,44.44
Amr Gamal,994,600,37.5
Hana Hassan,416,601,35
Hana Hassan,695,601,44.44
Hana Hassan,1087,601,27.27
Hana Fahmy,698,602,33.33
Hana Fahmy,867,602,35
Hana Fahmy,884,602,38.89
Malak Khalifa,596,603,31.82
Malak Khalifa,783,603,45.83
Malak Khalifa,1264,603,40.91
Farah Kamel,828,604,35
Farah Kamel,948,604,31.82
Farah Kamel,1091,604,27.78
Sara Fahmy,924,605,38.89
Nada Hassan,1451,606,40.91
Amr Fouad,631,607,40
Sherif Khalifa,410,608,35
Sherif Khalifa,534,608,35
Walid Tawfik,772,609,50
Walid Tawfik,1451,609,36.36
Karim Elmasry,24,610,45.45
Omar Samir,864,611,25
Omar Samir,986,611,37.5
Farah Hassan,580,612,33.33
Ali Fahmy,353,613,41.67
Nour Hassan,281,614,33.33
Nour Hassan,1196,614,33.33
Nour Hassan,1334,614,35
Esraa Fouad,86,615,45
Mohamed Mahmoud,1402,616,33.33
Nour Fouad,1267,617,45
Nour Fouad,1414,617,41.67
Nour Fouad,1433,617,37.5
Aya Shalaby,1162,618,25
Aya Shalaby,1486,618,37.5
Fatima Elsayed,176,619,45.45
Fatima Elsayed,635,619,33.33
Fatima Elsayed,1210,619,25
Salma Ali,246,620,31.82
Salma Ali,709,620,35
Salma Ali,740,620,38.89
Esraa Fahmy,1224,621,22.73
Salma Mansour,355,622,38.89
Salma Mansour,532,622,44.44
Amr Elsayed,1382,623,35
Youssef Tawfik,209,624,37.5
Youssef Tawfik,275,624,40
Youssef Tawfik,852,624,35
Tarek Kamel,830,625,33.33
Amr Mansour,834,626,41.67
Amr Mansour,956,626,25
Amr Mansour,1107,626,33.33
Malak Khalifa,463,627,41.67
Malak Khalifa,943,627,27.27
Malak Khalifa,954,627,33.33
Fatima Fahmy,561,628,40.91
Habiba Fahmy,414,629,40
Habiba Fahmy,494,629,38.89
Habiba Fahmy,1014,629,50
Walid Ali,807,630,40
Walid Ali,1026,630,45
Mohamed Elmasry,466,631,27.78
Mohamed Elmasry,1088,631,31.82
Mahmoud Fouad,952,632,29.17
Mahmoud Khalifa,951,633,33.33
Mahmoud Khalifa,1032,633,40.91
Ahmed Elsayed,892,634,50
Sara Elmasry,1181,635,41.67
Mohamed Fouad,475,636,40
Mohamed Fouad,722,636,40
Omar Mansour,168,637,44.44
Omar Mansour,1493,637,44.44
Salma Adel,209,638,29.17
Salma Adel,791,638,45
Salma Adel,825,638,41.67
Malak Gamal,251,639,45.45
Malak Gamal,261,639,41.67
Malak Gamal,912,639,30
Omar Gamal,269,640,36.36
Omar Gamal,586,640,44.44
Sara Mahmoud,1347,641,45
Ahmed Elsayed,630,642,40
Ahmed Elsayed,951,642,44.44
Walid Adel,469,643,37.5
Karim Shalaby,448,644,50
Karim Shalaby,1205,644,35
Tarek Elmasry,25,645,45
Tarek Elmasry,873,645,30
Ibrahim Hassan,398,646,22.22
Ibrahim Hassan,1354,646,36.36
Walid Hassan,303,647,40.91
Walid Hassan,606,647,33.33
Nour Elsayed,41,648,33.33
Nour Elsayed,739,648,37.5
Nour Elsayed,1353,648,40
Menna Elmasry,607,649,45.83
Nada Fouad,258,650,40
Nada Fouad,383,650,38.89
Nada Fouad,929,650,38.89
Youssef Elmasry,331,651,36.36
Youssef Elmasry,1219,651,50
Esraa Adel,397,652,45.83
Malak Shalaby,22,653,40.91
Malak Shalaby,885,653,27.27
Walid Elsayed,1336,654,50
Esraa Kamel,445,655,45.45
Esraa Kamel,1081,655,40
Esraa Kamel,1320,655,37.5
Fatima Tawfik,343,656,25
Fatima Tawfik,1352,656,44.44
Fatima Tawfik,1395,656,40
Mariam Fouad,184,657,41.67
Mariam Fouad,1121,657,40.91
Mariam Fouad,1248,657,31.82
Sherif Tawfik,868,658,40
Sherif Tawfik,1450,658,45.83
Nada Adel,95,659,45
Nada Adel,1285,659,31.82
Menna Adel,693,660,31.82
Menna Adel,824,660,50
Menna Adel,1066,660,40
Walid Hassan,209,661,33.33
Walid Hassan,250,661,36.36
Aya Fouad,89,662,30
Amr Shalaby,1476,663,45
Farah Adel,599,664,50
Farah Adel,1480,664,29.17
Nour Tawfik,22,665,45.45
Nour Tawfik,242,665,45
Salma Kamel,1299,666,31.82
Malak Samir,374,667,38.89
Malak Samir,1192,667,36.36
Malak Samir,1212,667,45
Fatima Samir,844,668,35
Ali Fouad,382,669,29.17
Ali Fouad,903,669,37.5
Sara Kamel,276,670,36.36
Sara Kamel,687,670,31.82
Sara Kamel,1291,670,38.89
Jana Samir,735,671,45.45
Jana Samir,1358,671,27.27
Nada Samir,265,672,40.91
Nada Samir,827,672,45
Nada Samir,1242,672,40
Tarek Elmasry,345,673,31.82
Tarek Elmasry,920,673,38.89
Tarek Elmasry,1240,673,35
Amr Fouad,709,674,50
Amr Fouad,754,674,50
Mostafa Gamal,163,675,33.33
Mostafa Gamal,390,675,30
Mostafa Gamal,788,675,41.67
Nour Tawfik,342,676,38.89
Nour Tawfik,1369,676,45.83
Nour Tawfik,1428,676,40
Walid Kamel,139,677,45
Walid Kamel,1269,677,37.5
Walid Kamel,1468,677,37.5
Ahmed Khalifa,352,678,45.83
Ahmed Khalifa,1345,678,36.36
Salma Kamel,122,679,40.91
Tarek Mahmoud,1255,680,38.89
Yara Gamal,356,681,37.5
Yara Gamal,445,681,31.82
Yara Gamal,1346,681,40.91
Nada Fahmy,976,682,41.67
Aya Mansour,334,683,36.36
Aya Mansour,936,683,45
Aya Mansour,1173,683,25
Salma Gamal,93,684,27.78
Salma Gamal,720,684,37.5
Amr Fouad,477,685,40.91
Amr Fouad,848,685,44.44
Amr Fouad,883,685,41.67
Walid Gamal,74,686,40.91
Walid Gamal,433,686,27.78
Walid Gamal,793,686,44.44
Fatima Samir,427,687,35
Fatima Samir,543,687,40
Fatima Samir,1380,687,20.83
Salma Fahmy,8,688,38.89
Salma Fahmy,1007,688,35
Mariam Fahmy,852,689,50
Mariam Fahmy,1395,689,40
Mariam Fahmy,1467,689,37.5
Ibrahim Mansour,677,690,36.36
Salma Tawfik,1456,691,44.44
Khaled Khalifa,34,692,40
Khaled Khalifa,1361,692,25
Khaled Khalifa,1499,692,36.36
Mariam Gamal,140,693,40
Mariam Gamal,457,693,35
Mohamed Fouad,459,694,38.89
Menna Samir,1023,695,38.89
Omar Samir,279,696,25
Omar Samir,337,696,25
Omar Samir,929,696,33.33
Habiba Fahmy,886,697,40
Habiba Fahmy,1204,697,38.89
Jana Mansour,1240,698,40
Jana Mansour,1318,698,40
Esraa Mahmoud,239,699,45.45
Yara Tawfik,670,700,41.67
Yara Tawfik,997,700,38.89
Menna Elmasry,425,701,41.67
Nour Elsayed,107,702,44.44
Nour Elsayed,200,702,37.5
Sherif Elmasry,373,703,41.67
Sherif Elmasry,815,703,40.91
Mahmoud Mahmoud,309,704,45
Mahmoud Mahmoud,425,704,33.33
Sara Fouad,1093,705,33.33
Menna Khalifa,242,706,40
Menna Khalifa,969,706,25
Menna Khalifa,1374,706,35
Sherif Shalaby,395,707,41.67
Sherif Shalaby,1273,707,37.5
Sherif Shalaby,1292,707,45
Malak Elsayed,556,708,33.33
Malak Elsayed,577,708,40.91
Malak Elsayed,1360,708,45.45
Aya Hassan,234,709,38.89
Aya Hassan,574,709,33.33
Aya Hassan,1272,709,44.44
Menna Mansour,265,710,36.36
Menna Mansour,1215,710,37.5
Khaled Samir,29,711,38.89
Khaled Samir,618,711,27.27
Nada Ali,290,712,40.91
Habiba Fouad,727,713,45
Menna Khalifa,728,714,31.82
Menna Khalifa,965,714,36.36
Menna Khalifa,1151,714,22.73
Omar Tawfik,992,715,31.82
Fatima Shalaby,47,716,35
Tarek Adel,1202,717,41.67
Tarek Adel,1318,717,50
Tarek Adel,1447,717,31.82
Aya Shalaby,1291,718,33.33
Aya Shalaby,1496,718,36.36
Walid Adel,188,719,45.83
Walid Adel,885,719,45.45
Walid Adel,1224,719,31.82
Fatima Tawfik,169,720,30
Fatima Tawfik,596,720,40.91
Fatima Tawfik,915,720,25
Mohamed Adel,123,721,36.36
Malak Elsayed,277,722,30
Malak Elsayed,818,722,33.33
Youssef Samir,646,723,45
Youssef Samir,774,723,29.17
Youssef Samir,1378,723,22.22
Malak Tawfik,124,724,38.89
Farah Hassan,556,725,44.44
Ahmed Gamal,259,726,33.33
Ahmed Gamal,866,726,40
Aya Gamal,659,727,33.33
Aya Gamal,1067,727,44.44
Sara Fahmy,249,728,36.36
Ibrahim Fouad,533,729,50
Ibrahim Fouad,1313,729,44.44
Nada Ali,217,730,36.36
Nada Elmasry,992,731,40.91
Nada Elmasry,1446,731,45
Hana Fahmy,654,732,50
Hana Fahmy,1341,732,44.44
Sara Mahmoud,78,733,37.5
Sara Mahmoud,871,733,22.22
Sara Mahmoud,1106,733,16.67
Ibrahim Kamel,402,734,44.44
Ibrahim Kamel,1127,734,37.5
Fatima Ali,906,735,35
Fatima Ali,1198,735,38.89
Fatima Ali,1370,735,31.82
Karim Elmasry,332,736,36.36
Karim Elmasry,593,736,22.73
Sherif Khalifa,634,737,37.5
Youssef Fouad,891,738,25
Youssef Fouad,1079,738,27.78
Fatima Mahmoud,659,739,38.89
Ibrahim Kamel,689,740,40
Ibrahim Kamel,867,740,35
Ibrahim Kamel,1228,740,40
Ibrahim Mansour,754,741,31.82
Mahmoud Mahmoud,279,742,41.67
Mahmoud Mahmoud,1213,742,22.22
Fatima Mansour,454,743,40
Fatima Mansour,918,743,45
Fatima Mansour,1462,743,50
Mohamed Khalifa,265,744,31.82
Mohamed Khalifa,535,744,44.44
Mohamed Khalifa,1133,744,25
Hassan Mansour,1161,745,35
Amr Khalifa,352,746,33.33
Walid Ali,996,747,37.5
Walid Ali,1192,747,40.91
Salma Elmasry,1043,748,22.22
Esraa Khalifa,392,749,41.67
Esraa Khalifa,449,749,40.91
Esraa Khalifa,710,749,44.44
Mahmoud Shalaby,297,750,31.82
Mahmoud Shalaby,1190,750,30
Mohamed Elsayed,852,751,45
Farah Gamal,178,752,35
Farah Gamal,298,752,44.44
Farah Gamal,360,752,30
Khaled Hassan,1059,753,40
Khaled Hassan,1114,753,30
Nour Elsayed,688,754,36.36
Nour Elsayed,824,754,33.33
Nour Elsayed,1459,754,40
Karim Gamal,1319,755,44.44
Karim Shalaby,56,756,33.33
Karim Shalaby,1363,756,25
Karim Shalaby,1491,756,25
Karim Mansour,1156,757,36.36
Karim Samir,1305,758,27.27
Mohamed Fouad,10,759,29.17
Mohamed Fouad,356,759,29.17
Ibrahim Gamal,258,760,40
Ibrahim Gamal,1489,760,40.91
Omar Gamal,81,761,50
Omar Gamal,529,761,38.89
Omar Gamal,1467,761,29.17
Walid Elsayed,780,762,44.44
Walid Elsayed,929,762,44.44
Ibrahim Mansour,236,763,45
Yara Mansour,872,764,36.36
Yara Mansour,1488,764,38.89
Walid Hassan,810,765,27.27
Sara Fouad,926,766,40.91
Sara Fouad,1363,766,45.83
Hana Elsayed,115,767,38.89
Hana Elsayed,315,767,33.33
Mahmoud Mansour,68,768,45.83
Mahmoud Mansour,798,768,44.44
Omar Mansour,201,769,41.67
Omar Mansour,494,769,44.44
Omar Mansour,1372,769,41.67
Karim Gamal,266,770,36.36
Karim Gamal,1098,770,33.33
Karim Gamal,1203,770,40
Mostafa Khalifa,87,771,36.36
Mostafa Khalifa,1006,771,40.91
Karim Hassan,264,772,33.33
Karim Hassan,811,772,27.78
Karim Hassan,1338,772,25
Yara Mansour,555,773,40.91
Yara Mansour,1436,773,35
Nour Tawfik,1061,774,45.83
Nour Tawfik,1423,774,35
Omar Mahmoud,450,775,45
Omar Mahmoud,786,775,33.33
Omar Mahmoud,830,775,27.78
Menna Elmasry,965,776,27.27
Mohamed Fahmy,151,777,37.5
Jana Fouad,225,778,33.33
Jana Fouad,1065,778,35
Ahmed Elmasry,837,779,33.33
Ahmed Elmasry,1017,779,35
Ahmed Elmasry,1133,779,45
Menna Khalifa,253,780,38.89
Sara Gamal,9,781,41.67
Sara Gamal,574,781,37.5
Fatima Hassan,306,782,31.82
Fatima Hassan,337,782,45
Fatima Hassan,1108,782,33.33
Mahmoud Fouad,78,783,37.5
Mahmoud Fouad,924,783,27.78
Yara Gamal,1401,784,33.33
Aya Shalaby,1197,785,35
Sara Hassan,339,786,45.83
Ibrahim Adel,280,787,41.67
Karim Adel,900,788,40
Karim Adel,1294,788,35
Karim Adel,1393,788,35
Ibrahim Kamel,86,789,35
Ibrahim Kamel,489,789,37.5
Mohamed Ali,510,790,41.67
Mohamed Ali,1253,790,36.36
Sara Tawfik,13,791,31.82
Sara Tawfik,872,791,27.27
Nour Fahmy,780,792,22.22
Nour Fahmy,1352,792,38.89
Walid Shalaby,186,793,37.5
Walid Shalaby,755,793,13.64
Walid Shalaby,1262,793,30
Nada Mahmoud,426,794,45.45
Nada Mahmoud,1367,794,33.33
Aya Shalaby,327,795,36.36
Omar Elsayed,853,796,37.5
Sherif Fahmy,228,797,38.89
Sherif Fahmy,332,797,13.64
Sherif Fahmy,1463,797,33.33
Khaled Elmasry,213,798,45
Salma Adel,1316,799,33.33
Karim Tawfik,10,800,25
Karim Tawfik,261,800,25
Nour Tawfik,328,801,40.91
Nour Tawfik,842,801,33.33
Nour Tawfik,1023,801,50
Sara Fouad,691,802,45
Sara Fouad,788,802,37.5
Aya Tawfik,101,803,25
Aya Tawfik,862,803,37.5
Aya Tawfik,900,803,50
Ali Mansour,720,804,45.83
Ali Mansour,1465,804,38.89
Esraa Tawfik,729,805,35
Tarek Fouad,355,806,27.78
Tarek Fouad,509,806,44.44
Tarek Fouad,808,806,41.67
Ali Fouad,622,807,38.89
Ali Fouad,1181,807,41.67
Farah Tawfik,293,808,30
Farah Tawfik,646,808,40
Youssef Elmasry,1084,809,40
Hassan Adel,304,810,20
Hassan Adel,552,810,40.91
Hana Mahmoud,43,811,35
Hana Mahmoud,462,811,33.33
Hana Mahmoud,600,811,30
Ali Elmasry,753,812,33.33
Ali Elmasry,1067,812,50
Ali Elmasry,1079,812,44.44
Sara Samir,938,813,25
Jana Adel,68,814,41.67
Jana Adel,629,814,44.44
Jana Adel,767,814,50
Esraa Adel,1257,815,35
Malak Ali,829,816,50
Malak Ali,1225,816,22.73
Malak Ali,1476,816,50
Nada Ali,432,817,50
Jana Khalifa,38,818,33.33
Jana Khalifa,1236,818,30
Habiba Samir,711,819,30
Habiba Samir,781,819,50
Habiba Samir,1168,819,41.67
